date,"conversation_id",essid,lemmas,sentiment,tweet,username
"Feb 13, 2021 @ 21:07:19.000","1,360,646,209,740,939,264","yandex_go","яндекс такси охуель проблема ожидание стоимость поездка обычный",0,"Яндекс такси охуели сегодня? Проблем с ожиданием нет, но стоимость поездок в 2 раза больше обычного весь день.","finskiy_pryanik"
"Feb 13, 2021 @ 21:09:34.000","1,360,652,348,134,195,200","yandex_go","машина проезд паркинг","0.5","@yandex_go Снова ваша машина в проезде паркинга ЖК.  https://t.co/GJg9FSPZt0",ELukyanov
"Feb 13, 2021 @ 21:18:40.000","1,360,654,641,642,557,440","yandex_go","компания яндекс представить новый функция яндекс такси одноразовый водитель","0.5","Компания Яндекс представила новую функцию в Яндекс.Такси. Одноразовый водитель.  https://t.co/xhVUDVo5Gj",DoktorMem
"Feb 13, 2021 @ 21:47:08.000","1,360,661,801,701,154,816","yandex_go","итог купить джинсы понять свой место чувствовать чужой uber такси дешевый яндекс wanted классный брюки цвет хаки нужный похудеть карточка вонхо выбросить розовый ботинок пиздец вечер болеть зуб ненавидеть уведа",0,"итоги дня: купила джинсы. поняла, что в своем же месте чувствую себя чужой. uber такси дешевле чем яндекс. wanted классная. хочу брюки цвета хаки. мне нужно похудеть. хочу карточку вонхо. выбросила розовые ботинки, потому что пиздец. у меня весь вечер болит зуб. ненавижу уведы.",imleequeen
"Feb 13, 2021 @ 22:58:47.000","1,360,677,463,169,380,352","yandex_go","написать",0,"@DeliveryClub @YandexEda @yandex_go Написал",sergeypodsytnik
"Feb 13, 2021 @ 23:28:59.000","1,360,686,416,188,108,800","yandex_go","здравствовать должный написать номер телефон привязать приложение деталь заказ","0.5","@ekridus Здравствуйте! Конечно, такого быть не должно. Напишите нам, пожалуйста, в DM номер телефона, который привязан в приложении и детали заказов.","yandex_go"
"Feb 13, 2021 @ 23:24:56.000","1,360,686,416,188,108,800","yandex_go","поддержка написать твиттер эффективнее сюда жаловаться сделать водитель приезжать отмечаться уезжать противоположный сторона тип приехать минус деньги опоздать такси хватать",0,"в поддержку @yandex_go написал, но твиттер как всегда эффективнее, так что и сюда жалуюсь. сделайте уже что нибудь с водителями, которые приезжают, отмечаются, уезжают в противоположную сторону и тип сё, приехали, минус деньги, а ты уже опоздал и на ещё одно такси не хватает. =_=",ekridus
"Feb 14, 2021 @ 03:10:47.000","1,360,687,612,139,307,008","yandex_go","яндекс такси июль","0.5","@zakroy_ebalnik @mudakoff На Яндекс.Такси в июле 2019 было так","fh_chief"
"Feb 14, 2021 @ 08:37:42.000","1,360,687,612,139,307,008","yandex_go","яндекс такси домчать",1,"@mudakoff А мог бы за 50к на Яндекс такси домчать)))",36Rom36
"Feb 13, 2021 @ 23:38:25.000","1,360,689,809,459,720,192","yandex_go","ехать домой яндекс такси","0.5","Если ехать домой на яндекс.такси  https://t.co/0OdAf8GQNo",youliespace
"Feb 14, 2021 @ 00:04:45.000","1,360,695,665,853,165,568","yandex_go","подтверждать брать обычный цена сын ехать срочный дело деваться некуда близкий подмосковье","0.5","@MaksimSklyarV Подтверждаю: сам сегодня брал яндекс-такси, обычная цена 900-1000, но сегодня было 1580. Я с сыном ехал по срочным делам, деваться было некуда (это ближайшее Подмосковье если что)",iofjGjUAZK2veU0
"Feb 14, 2021 @ 00:57:10.000","1,360,709,625,386,000,384","yandex_go","работа яндекс такси выходной смена легко via","0.5","Работа в яндекс такси на выходных 9000 за смену легко.  https://t.co/IN4kw5JLUJ via @YouTube",rmorfinx
"Feb 14, 2021 @ 01:20:04.000","1,360,710,351,399,116,800","yandex_go","норма оператор яндекс такси поспорить","0.5","@stayseij @sisha_yep мы норм сейчас я даже с операторами яндекс такси поспорил",bideadkesha
"Feb 14, 2021 @ 01:07:29.000","1,360,711,687,062,630,400","yandex_go","яндекс такси увеличить тариф","0.5","@putinobed И тут яндекс такси увеличил тариф в 10 раз","protocol_fantom"
"Feb 14, 2021 @ 02:03:44.000","1,360,723,244,500,795,648","yandex_go","уверенный доход тип яндекс станция винил парфюм кабак такси",0,"@rockamark почти уверен, что мой доход больше твоего, но тип КАКАЯ ЯНДЕКС СТАНЦИЯ, КАКОЙ ВИНИЛ, КАКОЙ ПАРФЮМ, КАКИЕ КАБАКИ, КАКОЕ ТАКСИ",zdongl
"Feb 14, 2021 @ 09:32:24.000","1,360,727,309,842,608,128","yandex_go","универсальный машина skoda octavia передний пассажирский подвинуть класс комфорт эконом",1,"@JuliaVKR @Uber_Russia 😄  Нет, универсальная машина, Skoda Octavia.  Как переднее пассажирское подвинешь, тот класс и будет.  Вперёд- комфорт. Назад- эконом)))","lisoff_"
"Feb 14, 2021 @ 02:07:50.000","1,360,727,409,365,037,056","yandex_go","водитель яндекс такси джаналист старик похоже днб слушать сервис мэн аджигардак подъемник дядька трястись ликвид фанк",0,"Водитель Яндекс такси Джаналист. Только старики похоже днб и слушают. Был ещё один сервис мэн в аджигардаке на подъемнике. Лет 40 дядька трясся под ликвид фанк  https://t.co/VWKcw9Sc3X",rhv2006
"Feb 14, 2021 @ 02:54:33.000","1,360,734,816,573,026,304","yandex_go","яндекс такси",0,"@gorky_techadept это яндекс такси (","tolot_tt"
"Feb 14, 2021 @ 03:01:06.000","1,360,740,815,136,522,240","yandex_go","молодой девушка уехать яндекс такси лес пропасть весть",0,"Как молодой девушке уехать на Яндекс.Такси в лес и пропасть без вести  https://t.co/KrZ681be0U","Sakh_Ignis"
"Feb 14, 2021 @ 07:09:42.000","1,360,801,034,738,806,784","yandex_go","здравствовать сообщить передать информация данный нарушение таксопарк трудоустроить водитель рекомендовать обратиться гибдд привлечь водитель ответственность закон",0,"@Nikky_Moore @YandexTaxi24 @yandex Здравствуйте! Спасибо, что сообщили нам об этом. Мы уже передали всю информацию о данном нарушении в таксопарк, в котором трудоустроен водитель.   Рекомендуем вам обратиться в ГИБДД, чтобы привлечь водителя к ответственности по закону.","yandex_go"
"Feb 14, 2021 @ 07:25:06.000","1,360,807,252,706,353,152","yandex_go","вопрос яндекстакси водитель таксист навигатор ездить","0.5","Вопрос к яндекстакси: Как водитель может быть таксистом, если даже по навигатору ездить не умеет?",ogoseololo
"Feb 14, 2021 @ 08:28:53.000","1,360,823,307,327,651,584","yandex_go","работа яндекс такси выходной смена легко via","0.5","Работа в яндекс такси на выходных 9000 за смену легко.  https://t.co/Y3HxAS1r3D via @YouTube",SanyaUtkin1
"Feb 14, 2021 @ 08:44:59.000","1,360,823,438,156,381,952","yandex_go","здравствовать давать проверить списание чек написать номер телефон приложение деталь поездка","0.5","@imdmitro @yandex Здравствуйте! Давайте проверим за что у вас было списание в чеке. Напишите, пожалуйста, нам, в ДМ, ваш номер телефона из приложения и детали этой поездки.","yandex_go"
"Feb 14, 2021 @ 10:45:52.000","1,360,823,438,156,381,952","yandex_go","написать служба поддержка ожидать","0.5","@yandex_go @yandex Написал в службу поддержки. Ожидаю",imdmitro
"Feb 16, 2021 @ 01:41:06.000","1,360,836,436,962,984,192","yandex_go","жаловаться яндекс такси херня цена яндекс такси след маршрут короче",0,"Я: жалуюсь яндекс такси на эту херню с ценами  Яндекс такси на след день по маршруту в 3 раза короче:  https://t.co/NbwU0q02q3","stare_intheair"
"Feb 14, 2021 @ 09:21:04.000","1,360,836,436,962,984,192","yandex_go","яндекс такси охренеть край нахрить высокий спрос утро воскресение делать накрутка выпадать норма снег пробка большинство сидеть дома утро задрать",0,"Яндекс такси просто охренели в край  Какой нахрен высокий спрос в 9 утра воскресенья? Делают накрутку в три раза каждый раз, когда выпадает чуть больше нормы снега Пробок нет, большинство сидит дома  Особенно утром  Задрали уже  https://t.co/ni7LselzyT","stare_intheair"
"Feb 14, 2021 @ 09:26:14.000","1,360,837,737,901,940,736","yandex_go","решить блять поспать большой потратить деньги такси таксист дожидаться уехать сторона списать комиссия опоздание работа яндекс такси",0,"Решила блять поспать побольше и потратить деньги на такси. Таксист просто не дожидаясь меня уехал в другое сторону и списали комиссию!  Спасибо за опоздание на работу яндекс такси",Merixax
"Feb 14, 2021 @ 10:20:17.000","1,360,837,737,901,940,736","yandex_go","здравствовать водитель должный поступать уезжать написать номер телефон приложение заказ",0,"@Merixax Здравствуйте! Водитель не должен был так поступать и уезжать без вас. Напишите, пожалуйста, нам в ДМ, ваш номер телефона из приложения и время этого заказа.","yandex_go"
"Feb 14, 2021 @ 09:43:12.000","1,360,842,006,713,532,416","yandex_go","яндекс такси работать столько долбаеб",0,"Почему в Яндекс.такси работает столько долбаебов?",fairyEmbargo
"Feb 14, 2021 @ 10:16:14.000","1,360,846,373,281,742,592","yandex_go","здравствовать обязательно напомнить таксопарк момент соблюдение правило пдд информация данный водитель написать","0.5","@Lissa_963 @yandexsupport Здравствуйте! Мы обязательно напомним всем таксопарком об этом моменте и соблюдения правил ПДД. Если у вас есть информация о данном водителе, то, пожалуйста, напишите нам в ДМ.","yandex_go"
"Feb 14, 2021 @ 10:10:44.000","1,360,848,938,593,640,448","yandex_go","яндекс такси поздравить отправить комфорт цена эконом последний kia rio ездить заказывать эконом машинка комфорт прописать странный система",0,"Яндекс такси поздравило меня тем, что отправило комфорт по цене эконома. Хотя я последние время только на Kia Rio и езжу, хотя заказываю эконом. А тут почему-то машинка в комфорте прописана. Странная система.",cuteamoralboy
"Feb 14, 2021 @ 10:17:29.000","1,360,850,633,776,123,904","yandex_go","работа яндекс такси выходной смена легко","0.5","Работа в яндекс такси на выходных 9000 за смену легко.  https://t.co/GXKNIbSXup через @YouTube",frggg21
"Feb 14, 2021 @ 11:05:00.000","1,360,862,594,777,628,928","yandex_go","яндекс такси заполнять свой профиль вконтакте типа политический взгляд отношение курение любимый музыка",1,"хочу чтобы в яндекс такси каждый заполнял свой профиль как вконтакте типа политические взгляды отношение к курению и любимая музыка",dshvlsv
"Feb 14, 2021 @ 14:26:31.000","1,360,864,634,304,102,400","yandex_go","здравствовать кошмар написать деталь автомобиль проверить водитель",0,"@Kagetsuru @varlamov Здравствуйте! Какой кошмар! Напишите, пожалуйста, нам в DM детали этого автомобиля. Хотели бы проверить, что это за водитель такой.","yandex_go"
"Feb 14, 2021 @ 15:02:09.000","1,360,864,634,304,102,400","yandex_go","проблема номер автомобиль конфликт записать смочь водитель пассажирка крайне специфичный свой настрой адрес конфликт хошимин дом лит район час думать найти конец",0,"@yandex_go @varlamov Проблема в том что номера автомобиля во время конфликта записать не смогла, что водитель, что пассажирка были крайне специфичные в своём настрое. Адрес конфликта Хошимина дом 14, лит А, в районе 15 часов. Не думаю, что можно будет найти концы(",Kagetsuru
"Feb 14, 2021 @ 14:01:25.000","1,360,864,634,304,102,400","yandex_go","никак вчера тротуар переехать яндекс такси пассажирка яростно орать ехать дорога двор парковаться газон ради металлолом мотор снести детский площадка газон газон площадка особоодаренный","0.5","@varlamov Никак( вчера меня на тротуаре хотело переехать яндекс такси с пассажиркой, оба яростно орали что едут по ДОРОГЕ ... В дворах паркуются на газонах, ради металлолома с мотором снесли детскую площадку (посреди газона) теперь ни газона, не площадки, только особоодаренные..",Kagetsuru
"Feb 14, 2021 @ 11:34:47.000","1,360,870,087,222,247,168","yandex_go","любой встреча февраль называть свидание например свидание босс свидание кассирша пятерочка свидание таксист яндекстакси",0,"Можно мне любую встречу 14 февраля называть свиданием? Например:  Сегодня у меня свидание с моим боссом. Сегодня у меня свидание с кассиршей из Пятёрочки. Сегодня у меня свидание с таксистом их ЯндексТакси",Alibek6500
"Feb 14, 2021 @ 11:58:50.000","1,360,876,142,790,647,808","yandex_go","здравствуйте предоставить деталь поездка суд сколкьо водитель принять заказ закончить приложение начало поездка окончание","0.5","@yandex_go здравствуйте! Вы можете предоставить детали поездки для суда? Во сколкьо водитель принял заказ и во в сколько закончил?  У меня просто в приложении начало поездки, а время окончания нет",damnelf
"Feb 14, 2021 @ 12:02:36.000","1,360,876,142,790,647,808","yandex_go","здравствовать написать личный сообщение номер телефон заказ обязательно уточнить информация","0.5","@damnelf Здравствуйте! Напишите, пожалуйста, в личные сообщения ваш номер телефона и время заказа. Мы обязательно уточним вам информацию.","yandex_go"
"Feb 14, 2021 @ 12:01:17.000","1,360,876,755,867,889,920","yandex_go","вчера цена такси город яндекстакси сити мобила поднять путинский патриот",0,"Вчера цены на такси по городу, ЯндексТакси и Сити Мобил подняли в 3 раза! Вот такие они путинские ""патриоты""",kapitanBuran
"Feb 14, 2021 @ 13:41:52.000","1,360,883,715,862,372,352","yandex_go","водитель вчера вообще претензия молча минута тупить отменить заказ нахуй следствие пойти вместе свой ожидание ожидать дело неожиданный цена кошмар ненадо вести",0,"@yandex_go @stalker7q @yandex Не-не, к водителю вчера вообще претензий 0, он молча 10 минут тупил, и так же отменил заказ, нахуй это я как следствие пошла, вместе со своим ожиданием (но это было ожидаемо). Другое дело неожиданные цены сегодня - это вот кошмар и ненадо себя так вести","satans_anus"
"Feb 14, 2021 @ 13:12:30.000","1,360,883,715,862,372,352","yandex_go","здравствовать кошмар водитель должный вести уточнить номер телефон привязать приложение деталь заказ проверять водитель",0,"@satans_anus @stalker7q @yandex Здравствуйте! Какой кошмар! Водитель не должен себя так вести. Уточните, пожалуйста, нам в DM номер телефона, привязанный к приложению и детали заказа. Будем проверять, что это за водитель такой.","yandex_go"
"Feb 14, 2021 @ 12:38:22.000","1,360,886,090,345,897,984","yandex_go","здравствовать абдусаттор яндекс такси амбассадор","0.5","- здравствуйте, я Абдусаттор Яндекс такси - может амбассадор? - нет  https://t.co/1XOTke61vV","k_hohlov"
"Feb 14, 2021 @ 12:46:17.000","1,360,888,082,397,097,984","yandex_go","очередной пост серия old man yells cloud кадр приехать заказ поводить жало увидеть ехать цена обычный отменить поездка ускакать закат комментарий",0,"Очередной пост из серии old man yells at cloud. Вот этот кадр приехал на заказ, поводил жалом, увидел что ехать далеко, да и цена обычная, отменил поездку и ускакал в закат. Хочу комментария от @yandex_go  https://t.co/8Op2aR5Lgn","keyser_soma"
"Feb 15, 2021 @ 00:00:12.000","1,360,888,804,530,397,184","yandex_go","лада офигеть моделька грант машина продать найти моделька веста",1,"@bulgakov__vlad @yandex_go И это Лада! Офигеть. У меня моделька Гранты есть. Но машину год как продал. Теперь надо найти модельку Весты)",KoD4K
"Feb 14, 2021 @ 12:50:18.000","1,360,889,092,423,225,088","yandex_go","такси водитель самозанятый привезти клиент безнал деньги идти яндекс забирать переводить налог платить",0,"Такси. Ты водитель, самозанятый. Привёз клиента. Безнал. Деньги идут в Яндекс. Там они забирают 17%,и переводят тебе. А налог ты платить будешь со 100%.",WoPF6GTMeCjjrF5
"Feb 14, 2021 @ 13:04:44.000","1,360,892,723,692,253,184","yandex_go","помнить последний видеть табличка высокий спрос яндекс такси приложух накачать",0,"Чё то я уже даже не помню, когда последний раз не видел таблички ""высокий спрос"" в яндекс.такси, надо бы других приложух накачать",Dimamakhov
"Feb 14, 2021 @ 13:41:29.000","1,360,901,971,994,173,440","yandex_go","негативный отзыв сервис яндекс такси","0.5","Третий негативный отзыв сервису « Яндекс такси»","olya_lya747"
"Feb 14, 2021 @ 13:45:01.000","1,360,902,861,463,372,032","yandex_go","сесть такси чудесный цвет водитель музыка показывать",1,"Села в такси чудесного цвета, хотела об этом сказать, а водитель не слышит😌 я не растерялась😌👇🏼предлагает мне музыку и показывает, что она у него крутая☺️ @Uber_Russia  https://t.co/MGGWwbA051",alenagolub
"Feb 14, 2021 @ 13:47:26.000","1,360,903,471,772,360,704","yandex_go","мама доехать рубль яндекс такси расстояние рубль выгода",0,"С частником-таксистом мама доехала за 1500 рублей, яндекс.такси хотело за это же расстояние 1800 🙃 300 рублей - тоже выгода 🙃🙃🙃","land_of_art"
"Feb 14, 2021 @ 16:22:37.000","1,360,910,893,840,752,640","yandex_go","проверить сообщить стращать водитель нахрить инф подсказать происходить прислать машина деньги дорогой извинение",1,"@yandex_go Всё ещё раз проверили и опять сообщили, что будут стращать водителя)) и нахрена мне эта инфа?))) Я вам подскажу: если такое происходит, можно просто прислать другую машину за те же деньги, а не в 1,5 раза дороже с извинениями",lain1002
"Feb 14, 2021 @ 14:58:40.000","1,360,910,893,840,752,640","yandex_go","здравствовать написать деталь поездка проверить","0.5","@lain1002 Здравствуйте! Напишите, пожалуйста, нам в DM детали этой поездки. Хотели бы все еще раз проверить.","yandex_go"
"Feb 14, 2021 @ 14:16:56.000","1,360,910,893,840,752,640","yandex_go","дубачелло пмс тяжелый рюкзак прекрасный повод вызвать такси верно верный вызвать яндекс прийти сообщение водитель ждать сторона дом хер дойти никто оббежать радиус метр нифига чат отвечать трубка брать",0,"Дубачелло, пмс и тяжёлый рюкзак — прекрасный повод вызвать такси, верно? Не верно. Вызвала Яндекс, пришло сообщение, что водитель ждёт — с другой стороны дома, но хер с ним, дошла. А там никого. Оббежала всё в радиусе 100 метров, нифига. В чате не отвечает, трубку не берет  https://t.co/REOBcz9Mef",lain1002
"Feb 14, 2021 @ 14:20:27.000","1,360,911,777,370,935,296","yandex_go","яндекс такси любить любить яндекс","0.5","а еще он сказал, что яндекс такси меня любит. я тоже люблю яндекс 🥺❤️",lonelysmrld
"Feb 14, 2021 @ 14:39:20.000","1,360,916,530,284,924,928","yandex_go","бля нравиться яндекс повысить цена такси нахуй",0,"бля как мне нравится что яндекс повысил цену на такси в три нахуй раза 🥰",IrinaBennington
"Feb 14, 2021 @ 14:55:27.000","1,360,920,588,777,361,408","yandex_go","яндекс такси крутой штука думать паранойя касательно безопасность поездка незнакомый победить чувствовать безопасный комфортнее поездка кск центр",1,"Яндекс такси очень крутая штука!!!! Не думала что мою паранойю касательно безопасности поездок с незнакомыми людьми можно победить, но ни разу ещё не чувствовала себя безопаснее и комфортнее, даже при том, что эта поездка с кск до центра.",0ctop
"Feb 14, 2021 @ 19:37:50.000","1,360,925,349,006,241,792","yandex_go","идти хуй яндекс такси цена поднять утро ювао боткинский больница зарядить мол машина высокий спрос пустой такси стоить куча проезжать сбрасывать скорость поглядывая надежда",1,"@rozetked Идет на хуй  яндекс , на такси в 4 раза цену подняли , в 5 утра с ювао до боткинской больницы 2000 зарядили, мол мало машин и высокий спрос, но вот пустых такси стоит куча и мимо проезжают  сбрасывая  скорость и поглядывая с надеждой",Warlock877
"Feb 14, 2021 @ 15:26:48.000","1,360,928,477,738,905,600","yandex_go","знать прийти пуш яндекс такси мол чувак боксберри ебеня посылка прийти попросить таксист оттуда привезти кататься",0,"Не знаю как, но только что пришёл пуш от Яндекс.такси. Мол чувак, тут в боксберри в ебенях тебе посылка пришла, попроси таксиста оттуда привезти, чтоб туда-обратно не кататься.  Неплохо-неплохо.",webholt
"Feb 15, 2021 @ 16:27:41.000","1,360,932,695,036,092,416","yandex_go","здравствовать водитель должный ожидать адрес указывать оформление приходиться отменять заказ водитель ожидать сразу писать приложение оставаться внимание",0,"@diranasargal @mats_ne_mats Здравствуйте! Водители должны ожидать вас по адресу, который вы указываете при оформлении. Если вам приходится отменять заказ, из-за того, что водитель ожидает не там, то сразу пишите нам или в приложении, чтобы такое не оставалось без внимания.","yandex_go"
"Feb 14, 2021 @ 15:43:34.000","1,360,932,695,036,092,416","yandex_go","предлагать приложение яндекс такси ввести функция ожидание водитель позволять включать ожидание тридевять земля точка заказ таксист стоить двигаться место отвечать денежка отмена списать",1,"Предлагаю в приложение Яндекс такси ввести функцию ожидание водителя. Раз они позволяют себе включать ожидание за тридевять земель до точки заказа, почему людям нельзя, когда этот же таксист стоит и не двигается на месте, и не отвечает, а денежки за отмену спишут с тебя)))","mats_ne_mats"
"Feb 14, 2021 @ 16:44:45.000","1,360,943,842,728,566,784","yandex_go","здравствовать написать группа вконтакте проверить обращение постараться помочь разобраться","0.5","@DzaO8mkC5Bs6AJb @yandex Здравствуйте! Пожалуйста, напишите нам в группу во Вконтакте:  https://t.co/Vn8ojQi3qz Проверим ваши обращения и постараемся помочь разобраться.","yandex_go"
"Feb 14, 2021 @ 16:42:39.000","1,360,947,567,740,276,736","yandex_go","яндекс такси рубль плакать",0,"Яндекс такси 600 рублей за 1,5 км. Опять хочу плакать","gridneva_olga"
"Feb 14, 2021 @ 17:45:28.000","1,360,957,350,891,425,792","yandex_go","дочка писать саппорт отменить списание отменить поездка непонятка водитель вопрос решить",0,"@yandex_go Дочка уже писала в саппорт, отменили списание за отмененную поездку (там были непонятки с водителем). Так что вопрос уже решен, спасибо :)",MikeMednikov
"Feb 14, 2021 @ 17:35:09.000","1,360,957,350,891,425,792","yandex_go","здравствовать водитель должный приезжать заказ вовремя попросить дочь написать оставить отзыв приложение найти заказ разобраться",0,"@MikeMednikov Здравствуйте! Водители должны приезжать на заказ вовремя. Попросите, пожалуйста, вашу дочь написать нам в DM или оставить отзыв через приложение. Найдём заказ и разберёмся во всём.","yandex_go"
"Feb 14, 2021 @ 17:21:32.000","1,360,957,350,891,425,792","yandex_go","детище джихад устраивать водитель пропасть дочь замерзнуть водитель появиться полчаса точка дочь окончательно осатанеть отказаться поездка рейт водитель плюс списать студиот половина стоимость отказать поездка","0.5","детище опять джихад устраивает с яндекс-такси, водитель пропал, дочь замерзла, водитель появился через полчаса на точке, дочь тогда окончательно осатанела, отказалась от поездки (рейт водителя был 4.7 уже), плюс списали у студиота моего половину стоимости за отказанную поездку.",MikeMednikov
"Feb 14, 2021 @ 17:26:24.000","1,360,958,575,867,224,064","yandex_go","напевать уехать прочь ночной электричка ехать зажать яичко дщерь выкрутить взад деньги такси бояться хороший яндекс должный остаться свинина кушать родня близкий кибуц таки уверенный",0,"Напеваю ""Он уехал прочь на ночной электричке. Ехать не хотел - да зажало яички"".  Дщерь выкрутила взад деньги за такси. Иногда я ее боюсь. Хорошо, что Яндекс еще должен не остался.   PS: нет, свинину кушает, родни в ближайшем кибуце нет (но я таки не уверен)",MikeMednikov
"Feb 14, 2021 @ 17:57:50.000","1,360,966,484,416,221,184","yandex_go","фас польза народ проверить тариф яндекс такси погода повыситься","0.5","#фас какая от вас польза народу? Проверьте тарифы Яндекс.Такси. В такую погоду они повысились в 2-3 раза.",VoybfPSghYXrN9f
"Feb 14, 2021 @ 22:42:43.000","1,360,972,947,872,247,808","yandex_go","столько удовольствие получить приключение жаловаться водитель",1,"@yandex_go Да ну, я столько удовольствия получила от этого приключения. Не буду жаловаться на водителя ни за что! 😁","anyatyu_"
"Feb 14, 2021 @ 18:23:31.000","1,360,972,947,872,247,808","yandex_go","водитель яндекс такси минута таксист толкать машина сугроб рулить",1,"Была водителем Яндекс Такси минуты три. Таксист толкал машину из сугроба а я рулила 😁","anyatyu_"
"Feb 14, 2021 @ 19:50:31.000","1,360,989,185,776,242,688","yandex_go","здравствовать написать",1,"@yandex_go Здравствуйте, спасибо, напишу",emoti0nalbread
"Feb 14, 2021 @ 19:46:31.000","1,360,989,185,776,242,688","yandex_go","здравствовать написать ошибка говорить постараться разобраться",0,"@emoti0nalbread Здравствуйте! Напишите, пожалуйста, нам в DM, о каких ошибках вы говорите? Постараемся во всём разобраться.","yandex_go"
"Feb 14, 2021 @ 19:28:02.000","1,360,989,185,776,242,688","yandex_go","яндекс такси исправить ошибка карта возить сомнительный",0,"Яндекс такси когда-нибудь исправит ошибки в их картах? Или нас так и будут возить сомнительными путями😬",emoti0nalbread
"Feb 14, 2021 @ 20:32:09.000","1,361,005,319,409,827,840","yandex_go","влететь яндекс такси южный северодвинск","0.5","Чуть не влетел в Яндекс.Такси  ул. Южная. Северодвинск  https://t.co/kI4zuZTuTG",INFOnoVel
"Feb 14, 2021 @ 21:33:37.000","1,361,020,789,252,902,912","yandex_go","говорить таксист яндекс такси расписывать минусы прекрасный мужчина","0.5","говорю с таксистом о яндекс такси он расписывает минусы прекрасный мужчина",antiyoupidor
"Feb 14, 2021 @ 22:32:55.000","1,361,035,713,735,762,176","yandex_go","подписаться инст водить яндекс такси познакомиться дважды прийтись отшивать пройти месяц отписаться история перестать смотреть",1,"на меня подписался в инсте водила яндекс такси, он тогда хотел познакомиться и мне дважды пришлось его отшивать прошёл может быть месяц, он не отписался, но истории перестал смотреть","frizzy_grl"
"Feb 14, 2021 @ 23:09:52.000","1,361,045,012,713,242,624","yandex_go","движение город яндекс такси","0.5","90% движения в городе - это Яндекс такси !)","Daniil_Golod"
"Feb 14, 2021 @ 23:53:02.000","1,361,055,873,360,162,816","yandex_go","смешной яндекс такси водитель облажаться яндекс такси промокод следующий поездка промокод работать нихер сервис клиентоориентированность",0,"Это уже смешно)))) Я: Яндекс такси ваш водитель облажался. Яндекс такси: Действительно, вот вам промокод на следующую поездку. Я: Ок, спасибо. А промокод не работает нихера, вот это сервис, вот это клиентоориентированность))))))","Winter___Sun"
"Feb 15, 2021 @ 00:11:02.000","1,361,055,873,360,162,816","yandex_go","здравствовать написать промокод возникнуть трудность номер телефон привязать приложение обязательно проверить","0.5","@Winter___Sun Здравствуйте! Напишите нам, пожалуйста, в DM промокод, с которым возникли трудности и номер телефона, который привязан в приложении. Мы обязательно всё проверим.","yandex_go"
"Feb 15, 2021 @ 01:26:33.000","1,361,079,411,001,409,280","yandex_go","яндекс такси рот ебать",0,"Яндекс такси в рот ебал",255allday
"Feb 15, 2021 @ 20:26:06.000","1,361,081,574,914,207,744","yandex_go","здравствовать автомобиль должный приезжать место указывать приложение чистый заправить давать напомнить водитель назначить прислать номер телефон приложение деталь заказ",0,"@aermitage Здравствуйте! Конечно, автомобиль должен приезжать на то место, которое вы указывали в приложении, чистым и заправленным. Давайте мы напомним об этом водителю, который был назначен вам — пришлите, пожалуйста, нам в DM ваш номер телефона из приложения и детали заказа.","Uber_Russia"
"Feb 15, 2021 @ 03:10:03.000","1,361,105,455,813,177,344","yandex_go","сегодняшний цена яндекс такси прислать гражданский репортер",1,"Сегодняшние цены на Яндекс такси. Как вам Прислал наш гражданский репортер, спасибо!  https://t.co/pYTngHyn5S",bronnitsy
"Feb 15, 2021 @ 03:50:56.000","1,361,115,745,413,787,648","yandex_go","нихуя эконом срань пойти дождик снежок стоимость такси солнечный энергия ездить",0,"@yandex.go 500р - это нихуя не эконом. Чё за срань? Как чуть пошел дождик или снежок, все + 100% к стоимости такси. Они у вас на солнечной энергии ездят?  https://t.co/OvHHNm8qNO",admn404
"Feb 15, 2021 @ 04:23:23.000","1,361,123,911,740,633,088","yandex_go","красноярск бывать повысить спрос такси поправить свой алгоритм рубль короткий поездка печальный",0,"В Красноярске хоть иногда бывает не повышенный спрос на такси? @yandex_go вы там уж поправьте свои алгоритмы, потому что 400 рублей за короткую поездку - это уже совсем печально  https://t.co/YrbmOYTBwg","fckng_username"
"Feb 15, 2021 @ 05:35:56.000","1,361,142,167,675,277,312","yandex_go","проснуться ранний дешевый доехать такси яндекс утро пизданулся цена новогодний ночь",1,"Проснулась пораньше, чтобы подешевле доехать на такси, но яндекс с утра совсем пизданулся, такие цены только в новогоднюю ночь были.  Спасибо, опять сэкономила😄  https://t.co/yy3hv4Qhba",amalialeer
"Feb 15, 2021 @ 06:17:46.000","1,361,152,694,812,090,368","yandex_go","ехать учеба яндекс такси",1,"не еду на учёбу, потому что яндекс такси офигел😎",leelikss
"Feb 15, 2021 @ 06:26:47.000","1,361,153,186,791,325,696","yandex_go","помнить харассмент прямо такси поймать попутка начать пользоваться яндекс блять автобус ездить пустой",0,"Я помню, как с 2019го после харассмента прямо в такси, который поймала попуткой, начала пользоваться только яндекс. Теперь блять в автобусах буду ездить только тогда, когда там пусто!","palibaevaa_"
"Feb 15, 2021 @ 06:42:35.000","1,361,158,942,332,747,776","yandex_go","яндекс такси зебра немножко сбить водила любезно выйти спросить сфоткать номер удача уровень бог",0,"Меня тут Яндекс такси на зебре немножко сбило @yandex водила любезно даже не вышел спросить все ли со мной ок, а я не сфоткала его номер :/ удача уровень бог","ocean_is_love"
